No;Code;Company Name;Listing Date;Shares;Listing Board
647;AGAR;Asia Sejahtera Mina Tbk.;02 Dec 2019;1,000,000,000;Development
648;IFSH;Ifishdeco Tbk.;05 Dec 2019;2,125,000,000;Development
649;REAL;Repower Asia Indonesia Tbk.;06 Dec 2019;6,633,610,151;Watchlist
650;IFII;Indonesia Fibreboard Industry ;10 Dec 2019;9,412,000,000;Development
651;PMJS;Putra Mandiri Jembar Tbk.;18 Dec 2019;13,755,600,000;Development
652;UCID;Uni-Charm Indonesia Tbk.;20 Dec 2019;4,156,572,300;Main
653;GLVA;Galva Technologies Tbk.;23 Dec 2019;1,500,000,000;Development
654;PGJO;Tourindo Guide Indonesia Tbk.;08 Jan 2020;795,859,095;Acceleration
655;AMAR;Bank Amar Indonesia Tbk.;09 Jan 2020;18,197,283,760;Development
656;CSRA;Cisadane Sawit Raya Tbk.;09 Jan 2020;2,050,000,000;Development
657;INDO;Royalindo Investa Wijaya Tbk.;13 Jan 2020;4,480,741,638;Development
658;AMOR;Ashmore Asset Management Indon;14 Jan 2020;2,222,222,400;Development
659;TRIN;Perintis Triniti Properti Tbk.;15 Jan 2020;4,551,457,346;Development
660;DMND;Diamond Food Indonesia Tbk.;22 Jan 2020;9,468,359,000;Watchlist
661;PURA;Putra Rajawali Kencana Tbk.;29 Jan 2020;6,301,930,902;Watchlist
662;PTPW;Pratama Widya Tbk.;07 Feb 2020;878,187,500;Development
663;TAMA;Lancartama Sejati Tbk.;10 Feb 2020;1,200,000,696;Watchlist
664;IKAN;Era Mandiri Cemerlang Tbk.;12 Feb 2020;833,333,000;Watchlist
665;AYLS;Agro Yasa Lestari Tbk.;12 Feb 2020;853,423,236;Development
666;DADA;Diamond Citra Propertindo Tbk.;14 Feb 2020;7,431,530,800;Watchlist
667;ASPI;Andalan Sakti Primaindo Tbk.;17 Feb 2020;681,823,317;Development
668;ESTA;Esta Multi Usaha Tbk.;09 Mar 2020;2,425,354,179;Development
669;BESS;Batulicin Nusantara Maritim Tb;09 Mar 2020;3,440,455,528;Development
670;CSMI;Cipta Selera Murni Tbk.;09 Apr 2020;816,061,500;Watchlist
671;BBSS;Bumi Benowo Sukses Sejahtera T;15 Apr 2020;4,800,016,020;Development
672;BHAT;Bhakti Multi Artha Tbk.;15 Apr 2020;5,000,000,000;Development
673;CASH;Cashlez Worldwide Indonesia Tb;04 May 2020;1,431,125,517;Acceleration
674;TECH;Indosterling Technomedia Tbk.;04 Jun 2020;1,256,300,000;Development
675;EPAC;Megalestari Epack Sentosaraya ;01 Jul 2020;3,303,400,000;Watchlist
676;UANG;Pakuan Tbk.;06 Jul 2020;1,210,000,000;Development
677;PGUN;Pradiksi Gunatama Tbk.;07 Jul 2020;5,737,848,882;Main
678;SOFA;Boston Furniture Industries Tb;07 Jul 2020;1,653,574,499;Acceleration
679;PPGL;Prima Globalindo Logistik Tbk.;20 Jul 2020;771,178,020;Acceleration
680;TOYS;Sunindo Adipersada Tbk.;06 Agt 2020;1,435,000,712;Watchlist
681;SGER;Sumber Global Energy Tbk.;10 Agt 2020;15,586,909,438;Development
682;TRJA;Transkon Jaya Tbk.;27 Agt 2020;1,510,200,000;Development
683;PNGO;Pinago Utama Tbk.;31 Agt 2020;781,250,000;Development
684;SCNP;Selaras Citra Nusantara Perkas;07 Sep 2020;2,500,000,000;Development
685;BBSI;Krom Bank Indonesia Tbk.;07 Sep 2020;3,637,976,068;Development
686;KMDS;Kurniamitra Duta Sentosa Tbk.;07 Sep 2020;800,000,000;Development
687;PURI;Puri Global Sukses Tbk.;08 Sep 2020;1,000,000,000;Development
688;SOHO;Soho Global Health Tbk.;08 Sep 2020;12,691,682,390;Development
689;HOMI;Grand House Mulia Tbk.;10 Sep 2020;1,575,000,000;Development
690;ROCK;Rockfields Properti Indonesia ;10 Sep 2020;1,435,185,100;Watchlist
691;ENZO;Morenzo Abadi Perkasa Tbk.;14 Sep 2020;2,162,547,122;Watchlist
692;PLAN;Planet Properindo Jaya Tbk.;15 Sep 2020;896,709,596;Acceleration
693;PTDU;Djasa Ubersakti Tbk.;08 Dec 2020;1,500,000,000;Watchlist
694;ATAP;Trimitra Prawara Goldland Tbk.;11 Dec 2020;1,250,000,000;Watchlist
695;VICI;Victoria Care Indonesia Tbk.;17 Dec 2020;6,708,000,000;Main
696;PMMP;Panca Mitra Multiperdana Tbk.;18 Dec 2020;2,588,300,000;Development
697;WIFI;Solusi Sinergi Digital Tbk.;30 Dec 2020;2,359,355,118;Development
698;FAPA;FAP Agri Tbk.;04 Jan 2021;3,629,411,800;Development
699;DCII;DCI Indonesia Tbk.;06 Jan 2021;2,383,745,900;Development
700;KETR;Ketrosden Triasmitra Tbk.;11 Jan 2021;2,841,262,838;Development
701;DGNS;Diagnos Laboratorium Utama Tbk;15 Jan 2021;1,250,000,000;Development
702;UFOE;Damai Sejahtera Abadi Tbk.;01 Feb 2021;2,898,261,693;Development
703;BANK;Bank Aladin Syariah Tbk.;01 Feb 2021;14,621,942,188;Main
704;WMUU;Widodo Makmur Unggas Tbk.;02 Feb 2021;12,941,176,500;Watchlist
705;EDGE;Indointernet Tbk.;08 Feb 2021;2,020,250,000;Development
706;UNIQ;Ulima Nitra Tbk.;08 Mar 2021;3,138,983,000;Main
707;BEBS;Berkah Beton Sadaya Tbk.;10 Mar 2021;45,000,000,000;Watchlist
708;SNLK;Sunter Lakeside Hotel Tbk.;29 Mar 2021;450,000,000;Development
709;ZYRX;Zyrexindo Mandiri Buana Tbk.;30 Mar 2021;1,333,334,556;Development
710;LFLO;Imago Mulia Persada Tbk.;07 Apr 2021;1,307,734,937;Acceleration
711;FIMP;Fimperkasa Utama Tbk.;09 Apr 2021;400,000,975;Watchlist
712;TAPG;Triputra Agro Persada Tbk.;12 Apr 2021;19,852,540,000;Main
713;NPGF;Nusa Palapa Gemilang Tbk.;14 Apr 2021;3,240,235,840;Watchlist
714;LUCY;Lima Dua Lima Tiga Tbk.;05 May 2021;1,514,773,893;Acceleration
715;ADCP;Adhi Commuter Properti Tbk.;21 May 2021;22,222,222,200;Development
716;HOPE;Harapan Duta Pertiwi Tbk.;24 May 2021;2,130,360,203;Watchlist
717;MGLV;Panca Anugrah Wisesa Tbk.;08 Jun 2021;1,904,883,411;Acceleration
718;TRUE;Triniti Dinamik Tbk.;10 Jun 2021;7,571,107,860;Watchlist
719;LABA;Green Power Group Tbk.;10 Jun 2021;1,103,402,553;Development
720;ARCI;Archi Indonesia Tbk.;28 Jun 2021;24,835,000,000;Development
721;IPAC;Era Graharealty Tbk.;30 Jun 2021;949,868,500;Acceleration
722;MASB;Bank Multiarta Sentosa Tbk.;30 Jun 2021;1,387,737,233;Development
723;BMHS;Bundamedik Tbk.;06 Jul 2021;8,603,416,176;Main
724;FLMC;Falmaco Nonwoven Industri Tbk.;08 Jul 2021;781,250,000;Acceleration
725;NICL;PAM Mineral Tbk.;09 Jul 2021;10,635,644,907;Development
726;UVCR;Trimegah Karya Pratama Tbk.;27 Jul 2021;2,000,144,838;Development
727;BUKA;Bukalapak.com Tbk.;06 Agt 2021;103,121,636,167;Ekonomi Baru
728;HAIS;Hasnur Internasional Shipping ;01 Sep 2021;2,626,250,000;Development
729;OILS;Indo Oil Perkasa Tbk.;06 Sep 2021;454,056,563;Development
730;GPSO;Geoprima Solusi Tbk.;06 Sep 2021;666,741,103;Development
731;MCOL;Prima Andalan Mandiri Tbk.;07 Sep 2021;3,555,560,000;Main
732;RSGK;Kedoya Adyaraya Tbk.;08 Sep 2021;929,675,000;Main
733;RUNS;Global Sukses Solusi Tbk.;08 Sep 2021;983,557,875;Acceleration
734;SBMA;Surya Biru Murni Acetylene Tbk;08 Sep 2021;929,926,282;Development
735;CMNT;Cemindo Gemilang Tbk.;08 Sep 2021;17,125,504,000;Development
736;GTSI;GTS Internasional Tbk.;08 Sep 2021;15,819,142,767;Watchlist
737;IDEA;Idea Indonesia Akademi Tbk.;09 Sep 2021;1,062,437,500;Acceleration
738;KUAS;Ace Oldfields Tbk.;25 Oct 2021;1,292,808,150;Development
739;BOBA;Formosa Ingredient Factory Tbk;01 Nov 2021;1,155,750,000;Development
740;MTEL;Dayamitra Telekomunikasi Tbk.;22 Nov 2021;83,559,636,344;Main
741;DEPO;Caturkarda Depo Bangunan Tbk.;25 Nov 2021;6,790,000,000;Development
742;BINO;Perma Plasindo Tbk.;25 Nov 2021;2,275,316,111;Development
743;CMRY;Cisarua Mountain Dairy Tbk.;06 Dec 2021;7,934,683,000;Main
744;WGSH;Wira Global Solusi Tbk.;06 Dec 2021;1,042,500,000;Acceleration
745;TAYS;Jaya Swarasa Agung Tbk.;06 Dec 2021;1,098,920,000;Development
746;WMPP;Widodo Makmur Perkasa Tbk.;06 Dec 2021;29,419,000,000;Watchlist
747;RMKE;RMK Energy Tbk.;07 Dec 2021;4,375,000,000;Main
748;OBMD;OBM Drilchem Tbk.;08 Dec 2021;805,992,931;Development
749;AVIA;Avia Avian Tbk.;08 Dec 2021;61,953,555,600;Main
750;IPPE;Indo Pureco Pratama Tbk.;09 Dec 2021;4,600,000,000;Watchlist
751;NASI;Wahana Inti Makmur Tbk.;13 Dec 2021;807,400,000;Development
752;BSML;Bintang Samudera Mandiri Lines;16 Dec 2021;1,850,225,000;Development
753;DRMA;Dharma Polimetal Tbk.;20 Dec 2021;4,705,882,300;Main
754;ADMR;Adaro Minerals Indonesia Tbk.;03 Jan 2022;40,882,331,500;Main
755;SEMA;Semacom Integrated Tbk.;10 Jan 2022;1,347,258,842;Development
756;ASLC;Autopedia Sukses Lestari Tbk.;25 Jan 2022;12,746,354,780;Development
757;NETV;MDTV Media Technologies Tbk.;26 Jan 2022;41,360,517,722;Watchlist
758;BAUT;Mitra Angkasa Sejahtera Tbk.;28 Jan 2022;4,800,182,969;Watchlist
759;ENAK;Champ Resto Indonesia Tbk.;08 Feb 2022;2,166,666,800;Development
760;NTBK;Nusatama Berkah Tbk.;09 Feb 2022;2,700,064,877;Development
761;SMKM;Sumber Mas Konstruksi Tbk.;09 Mar 2022;1,253,000,000;Acceleration
762;STAA;Sumber Tani Agung Resources Tb;10 Mar 2022;10,903,372,600;Main
763;NANO;Nanotech Indonesia Global Tbk.;10 Mar 2022;4,285,256,433;Acceleration
764;BIKE;Sepeda Bersama Indonesia Tbk.;21 Mar 2022;1,293,916,404;Development
765;WIRG;WIR ASIA Tbk.;04 Apr 2022;11,938,622,394;Development
766;SICO;Sigma Energy Compressindo Tbk.;08 Apr 2022;910,057,254;Development
767;GOTO;GoTo Gojek Tokopedia Tbk.;11 Apr 2022;1,140,573,267,220;Ekonomi Baru
768;TLDN;Teladan Prima Agro Tbk.;12 Apr 2022;12,946,530,200;Development
769;MTMH;Murni Sadar Tbk.;20 Apr 2022;2,068,526,950;Main
770;WINR;Winner Nusantara Jaya Tbk.;25 Apr 2022;5,235,309,065;Watchlist
771;IBOS;Indo Boga Sukses Tbk.;25 Apr 2022;8,065,789,529;Acceleration
772;OLIV;Oscar Mitra Sukses Sejahtera T;17 May 2022;1,900,073,314;Acceleration
773;ASHA;Cilacap Samudera Fishing Indus;27 May 2022;5,000,000,000;Watchlist
774;SWID;Saraswanti Indoland Developmen;07 Jul 2022;5,385,019,201;Development
775;TRGU;Cerestar Indonesia Tbk.;08 Jul 2022;7,945,412,700;Main
776;ARKO;Arkora Hydro Tbk.;08 Jul 2022;2,928,495,000;Development
777;CHEM;Chemstar Indonesia Tbk.;08 Jul 2022;1,700,014,594;Development
778;DEWI;Dewi Shri Farmindo Tbk.;18 Jul 2022;2,000,000,000;Development
779;AXIO;Tera Data Indonusa Tbk.;20 Jul 2022;5,840,126,500;Main
780;KRYA;Bangun Karya Perkasa Jaya Tbk.;25 Jul 2022;1,663,943,474;Development
781;HATM;Habco Trans Maritima Tbk.;26 Jul 2022;7,000,000,000;Main
782;RCCC;Utama Radar Cahaya Tbk.;02 Agt 2022;787,500,000;Acceleration
783;GULA;Aman Agrindo Tbk.;03 Agt 2022;1,070,362,500;Development
784;JARR;Jhonlin Agro Raya Tbk.;04 Agt 2022;9,230,665,050;Main
785;AMMS;Agung Menjangan Mas Tbk.;04 Agt 2022;1,200,061,377;Acceleration
786;RAFI;Sari Kreasi Boga Tbk.;05 Agt 2022;3,128,140,475;Watchlist
787;KKES;Kusuma Kemindo Sentosa Tbk.;08 Agt 2022;1,500,000,000;Watchlist
788;ELPI;Pelayaran Nasional Ekalya Purn;08 Agt 2022;7,412,000,000;Main
789;EURO;Estee Gold Feet Tbk.;08 Agt 2022;2,548,826,428;Acceleration
790;KLIN;Klinko Karya Imaji Tbk.;09 Agt 2022;1,307,530,330;Acceleration
791;TOOL;Rohartindo Nusantara Luas Tbk.;09 Agt 2022;2,050,020,320;Development
792;BUAH;Segar Kumala Indonesia Tbk.;09 Agt 2022;1,000,000,000;Development
793;CRAB;Toba Surimi Industries Tbk.;10 Agt 2022;1,950,000,000;Development
794;MEDS;Hetzer Medical Indonesia Tbk.;10 Agt 2022;1,562,500,000;Development
795;COAL;Black Diamond Resources Tbk.;07 Sep 2022;6,250,000,000;Watchlist
796;PRAY;Famon Awal Bros Sedaya Tbk.;08 Nov 2022;13,959,422,300;Development
797;CBUT;Citra Borneo Utama Tbk.;08 Nov 2022;3,125,000,000;Watchlist
798;BELI;Global Digital Niaga Tbk.;08 Nov 2022;131,000,399,381;Ekonomi Baru
799;MKTR;Menthobi Karyatama Raya Tbk.;08 Nov 2022;12,052,398,122;Main
800;OMED;Jayamas Medica Industri Tbk.;08 Nov 2022;27,058,850,000;Main
801;BSBK;Wulandari Bangun Laksana Tbk.;08 Nov 2022;25,091,882,375;Main
802;PDPP;Primadaya Plastisindo Tbk.;09 Nov 2022;3,061,341,438;Development
803;KDTN;Puri Sentul Permai Tbk.;09 Nov 2022;1,250,023,298;Development
804;ZATA;Bersama Zatta Jaya Tbk.;10 Nov 2022;8,496,000,000;Watchlist
805;NINE;Techno9 Indonesia Tbk.;05 Dec 2022;2,157,000,000;Watchlist
806;MMIX;Multi Medika Internasional Tbk;06 Dec 2022;2,400,212,690;Development
807;PADA;Personel Alih Daya Tbk.;08 Dec 2022;3,150,000,000;Watchlist
808;ISAP;Isra Presisi Indonesia Tbk.;09 Dec 2022;4,020,096,405;Acceleration
809;VTNY;Venteny Fortuna International ;15 Dec 2022;6,265,193,445;Main
810;SOUL;Mitra Tirta Buwana Tbk.;06 Jan 2023;1,082,526,223;Acceleration
811;ELIT;Data Sinergitama Jaya Tbk.;06 Jan 2023;2,031,643,057;Development
812;BEER;Jobubu Jarum Minahasa Tbk.;06 Jan 2023;4,000,000,000;Development
813;CBPE;Citra Buana Prasida Tbk.;06 Jan 2023;1,356,250,000;Development
814;SUNI;Sunindo Pratama Tbk.;09 Jan 2023;2,500,000,000;Main
815;CBRE;Cakra Buana Resources Energi T;09 Jan 2023;4,538,067,441;Watchlist
816;WINE;Hatten Bali Tbk.;10 Jan 2023;2,710,000,000;Development
817;BMBL;Lavender Bina Cendikia Tbk.;11 Jan 2023;1,030,080,995;Acceleration
818;PEVE;Penta Valent Tbk.;24 Jan 2023;1,765,625,000;Development
819;LAJU;Jasa Berdikari Logistics Tbk.;27 Jan 2023;2,149,942,974;Development
820;FWCT;Wijaya Cahaya Timber Tbk.;01 Feb 2023;1,875,000,000;Development
821;NAYZ;Hassana Boga Sejahtera Tbk.;06 Feb 2023;2,550,011,472;Acceleration
822;IRSX;Aviana Sinar Abadi Tbk.;07 Feb 2023;5,000,356,826;Watchlist
823;PACK;Abadi Nusantara Hijau Investam;08 Feb 2023;1,597,398,988;Acceleration
824;VAST;Vastland Indonesia Tbk.;08 Feb 2023;3,055,715,621;Development
825;CHIP;Pelita Teknologi Global Tbk.;08 Feb 2023;806,000,000;Acceleration
826;HALO;Haloni Jane Tbk.;08 Feb 2023;5,650,018,332;Development
827;KING;Hoffmen Cleanindo Tbk.;16 Feb 2023;2,600,361,227;Acceleration
828;PGEO;Pertamina Geothermal Energy Tb;24 Feb 2023;41,508,024,149;Main
829;FUTR;Lini Imaji Kreasi Ekosistem Tb;27 Feb 2023;6,468,156,268;Development
830;HILL;Hillcon Tbk.;01 Mar 2023;2,948,300,000;Main
831;BDKR;Berdikari Pondasi Perkasa Tbk.;03 Mar 2023;4,725,101,522;Main
832;PTMP;Mitra Pack Tbk.;06 Mar 2023;3,169,200,000;Development
833;SAGE;Saptausaha Gemilangindah Tbk.;08 Mar 2023;8,033,274,759;Watchlist
834;TRON;Teknologi Karya Digital Nusa T;08 Mar 2023;2,951,321,562;Development
835;CUAN;Petrindo Jaya Kreasi Tbk.;08 Mar 2023;11,241,890,000;Main
836;NSSS;Nusantara Sawit Sejahtera Tbk.;10 Mar 2023;23,801,568,645;Development
837;GTRA;Grahaprima Suksesmandiri Tbk.;30 Mar 2023;1,894,375,000;Development
838;HAJJ;Arsy Buana Travelindo Tbk.;05 Apr 2023;2,290,545,141;Acceleration
839;PIPA;Multi Makmur Lemindo Tbk.;10 Apr 2023;3,425,040,452;Watchlist
840;NCKL;Trimegah Bangun Persada Tbk.;12 Apr 2023;63,098,600,000;Main
841;MENN;Menn Teknologi Indonesia Tbk.;18 Apr 2023;1,434,052,006;Acceleration
842;AWAN;Era Digital Media Tbk.;18 Apr 2023;3,435,000,000;Development
843;MBMA;Merdeka Battery Materials Tbk.;18 Apr 2023;107,995,419,900;Development
844;RAAM;Tripar Multivision Plus Tbk.;08 May 2023;6,813,620,000;Main
845;DOOH;Era Media Sejahtera Tbk.;08 May 2023;7,737,688,723;Development
846;JATI;Informasi Teknologi Indonesia ;08 May 2023;3,262,520,106;Development
847;TYRE;King Tire Indonesia Tbk.;08 May 2023;3,478,052,269;Development
848;MPXL;MPX Logistics International Tb;09 May 2023;2,000,014,587;Development
849;SMIL;Sarana Mitra Luas Tbk.;12 May 2023;8,750,175,741;Main
850;KLAS;Pelayaran Kurnia Lautan Semest;12 Jun 2023;3,644,415,975;Development
851;MAXI;Maxindo Karya Anugerah Tbk.;12 Jun 2023;9,610,083,060;Development
852;VKTR;VKTR Teknologi Mobilitas Tbk.;19 Jun 2023;43,750,000,000;Development
853;RELF;Graha Mitra Asia Tbk.;22 Jun 2023;5,727,832,195;Acceleration
854;AMMN;Amman Mineral Internasional Tb;07 Jul 2023;72,518,217,656;Main
855;CRSN;Carsurin Tbk.;10 Jul 2023;2,892,000,000;Development
856;GRPM;Graha Prima Mentari Tbk.;10 Jul 2023;1,545,063,268;Acceleration
857;WIDI;Widiant Jaya Krenindo Tbk.;10 Jul 2023;1,600,031,683;Acceleration
858;TGUK;Platinum Wahab Nusantara Tbk.;10 Jul 2023;3,571,451,815;Development
859;INET;Sinergi Inti Andalan Prima Tbk;24 Jul 2023;7,625,793,924;Development
860;MAHA;Mandiri Herindo Adiperkasa Tbk;25 Jul 2023;16,666,000,000;Main
861;RMKO;Royaltama Mulia Kontraktorindo;31 Jul 2023;1,250,000,000;Development
862;CNMA;Nusantara Sejahtera Raya Tbk.;02 Agt 2023;83,345,000,000;Main
863;FOLK;Multi Garam Utama Tbk.;07 Agt 2023;3,948,141,464;Development
864;HBAT;Minahasa Membangun Hebat Tbk.;07 Agt 2023;1,040,740,800;Acceleration
865;GRIA;Ingria Pratama Capitalindo Tbk;08 Agt 2023;7,375,720,674;Development
866;PPRI;Paperocks Indonesia Tbk.;08 Agt 2023;1,075,027,288;Development
867;ERAL;Sinar Eka Selaras Tbk.;08 Agt 2023;5,187,500,000;Main
868;CYBR;ITSEC Asia Tbk.;08 Agt 2023;6,538,280,698;Development
869;MUTU;Mutuagung Lestari Tbk.;09 Agt 2023;3,142,892,797;Development
870;LMAX;Lupromax Pelumas Indonesia Tbk;09 Agt 2023;650,008,775;Acceleration
871;HUMI;Humpuss Maritim Internasional ;09 Agt 2023;18,046,516,702;Development
872;MSIE;Multisarana Intan Eduka Tbk.;10 Agt 2023;1,460,007,754;Acceleration
873;RSCH;Charlie Hospital Semarang Tbk.;28 Agt 2023;2,650,000,000;Development
874;BABY;Multitrend Indo Tbk.;07 Sep 2023;2,616,226,706;Development
875;AEGS;Anugerah Spareparts Sejahtera ;11 Sep 2023;1,006,080,721;Watchlist
876;IOTF;Sumber Sinergi Makmur Tbk.;06 Oct 2023;5,290,298,067;Development
877;KOCI;Kokoh Exa Nusantara Tbk.;07 Oct 2023;4,415,593,100;Development
878;PTPS;Pulau Subur Tbk.;09 Oct 2023;2,167,514,856;Development
879;BREN;Barito Renewables Energy Tbk.;09 Oct 2023;133,786,220,000;Main
880;STRK;Lovina Beach Brewery Tbk.;10 Oct 2023;10,721,835,562;Development
881;KOKA;Koka Indonesia Tbk.;11 Oct 2023;2,861,333,000;Development
882;LOPI;Logisticsplus International Tb;11 Oct 2023;1,100,011,289;Acceleration
883;UDNG;Agro Bahari Nusantara Tbk.;31 Oct 2023;1,750,040,072;Acceleration
884;RGAS;Kian Santang Muliatama Tbk.;08 Nov 2023;1,459,234,110;Development
885;MSTI;Mastersystem Infotama Tbk.;08 Nov 2023;3,139,416,200;Main
886;IKPM;Ikapharmindo Putramas Tbk.;08 Nov 2023;1,684,662,500;Development
887;AYAM;Janu Putra Sejahtera Tbk.;30 Nov 2023;4,000,000,000;Development
888;SURI;Maja Agung Latexindo Tbk.;07 Dec 2023;6,334,375,000;Development
889;ASLI;Asri Karya Lestari Tbk.;05 Jan 2024;6,250,000,000;Development
890;CGAS;Citra Nusantara Gemilang Tbk.;08 Jan 2024;1,771,499,039;Development
891;NICE;Adhi Kartiko Pratama Tbk.;09 Jan 2024;6,082,020,000;Development
892;MSJA;Multi Spunindo Jaya Tbk.;10 Jan 2024;5,882,352,900;Main
893;SMLE;Sinergi Multi Lestarindo Tbk.;10 Jan 2024;2,328,153,048;Development
894;ACRO;Samcro Hyosung Adilestari Tbk.;11 Jan 2024;3,469,167,581;Development
895;MANG;Manggung Polahraya Tbk.;11 Jan 2024;3,812,503,106;Acceleration
896;GRPH;Griptha Putra Persada Tbk.;17 Jan 2024;1,000,000,000;Development
897;SMGA;Sumber Mineral Global Abadi Tb;30 Jan 2024;8,750,000,000;Development
898;UNTD;Terang Dunia Internusa Tbk.;07 Feb 2024;6,666,666,700;Development
899;TOSK;Topindo Solusi Komunika Tbk.;07 Feb 2024;4,375,277,300;Development
900;MPIX;Mitra Pedagang Indonesia Tbk.;07 Feb 2024;1,562,500,000;Development
901;ALII;Ancara Logistics Indonesia Tbk;07 Feb 2024;15,825,800,000;Main
902;MKAP;Multikarya Asia Pasifik Raya T;12 Feb 2024;3,250,000,000;Development
903;MEJA;Harta Djaya Karya Tbk.;12 Feb 2024;1,917,500,000;Acceleration
904;LIVE;Homeco Victoria Makmur Tbk.;12 Feb 2024;4,593,005,014;Development
905;HYGN;Ecocare Indo Pasifik Tbk.;13 Feb 2024;2,525,000,000;Development
906;BAIK;Bersama Mencapai Puncak Tbk.;15 Feb 2024;1,125,000,000;Development
907;VISI;Satu Visi Putra Tbk.;27 Feb 2024;3,075,000,000;Development
908;AREA;Dunia Virtual Online Tbk.;01 Apr 2024;2,539,601,000;Development
909;MHKI;Multi Hanna Kreasindo Tbk.;16 Apr 2024;3,750,000,000;Development
910;ATLA;Atlantis Subsea Indonesia Tbk.;16 Apr 2024;6,199,561,193;Development
911;DATA;Remala Abadi Tbk.;07 May 2024;1,375,000,000;Watchlist
912;SOLA;Xolare RCR Energy Tbk.;08 May 2024;3,283,812,500;Development
913;BATR;Benteng Api Technic Tbk.;10 Jun 2024;3,025,027,385;Development
914;SPRE;Soraya Berjaya Indonesia Tbk.;03 Jul 2024;800,000,000;Acceleration
915;PART;Cipta Perdana Lancar Tbk.;05 Jul 2024;2,720,000,000;Development
916;GOLF;Intra Golflink Resorts Tbk.;08 Jul 2024;19,486,760,000;Main
917;ISEA;Indo American Seafoods Tbk.;08 Jul 2024;1,390,005,348;Development
918;BLES;Superior Prima Sukses Tbk.;08 Jul 2024;8,890,206,400;Main
919;GUNA;Gunanusa Eramandiri Tbk.;09 Jul 2024;2,500,000,000;Development
920;LABS;UBC Medical Indonesia Tbk.;10 Jul 2024;3,950,000,000;Development
921;DOSS;Global Sukses Digital Tbk.;07 Agt 2024;1,725,000,000;Development
922;NEST;Esta Indonesia Tbk.;08 Agt 2024;4,112,500,000;Development
923;PTMR;Master Print Tbk.;08 Oct 2024;1,907,000,000;Development
924;VERN;Verona Indah Pictures Tbk.;08 Oct 2024;4,765,525,000;Development
925;DAAZ;Daaz Bara Lestari Tbk.;11 Nov 2024;1,997,000,000;Main
926;BOAT;Newport Marine Services Tbk.;12 Nov 2024;3,501,680,000;Development
927;NAIK;Adiwarna Anugerah Abadi Tbk.;13 Nov 2024;3,250,000,000;Development
928;AADI;Adaro Andalan Indonesia Tbk.;05 Dec 2024;7,786,891,760;Main
929;MDIY;Daya Intiguna Yasa Tbk.;19 Dec 2024;25,190,392,000;Main
930;KSIX;Kentanix Supra International T;08 Jan 2025;2,137,831,800;Main
931;RATU;Raharja Energi Cepu Tbk.;08 Jan 2025;2,715,053,800;Development
932;YOII;Asuransi Digital Bersama Tbk.;08 Jan 2025;3,424,687,500;Development
933;HGII;Hero Global Investment Tbk.;09 Jan 2025;6,500,000,000;Development
934;BRRC;Raja Roti Cemerlang Tbk.;09 Jan 2025;971,500,000;Development
935;DGWG;Delta Giri Wacana Tbk.;13 Jan 2025;5,882,353,000;Main
936;CBDK;Bangun Kosambi Sukses Tbk.;13 Jan 2025;5,668,944,500;Main
937;OBAT;Brigit Biofarmaka Teknologi Tb;13 Jan 2025;600,000,000;Development
938;SOSS;Shield On Service Tbk.;06 Nov 2018;799,414,231;Watchlist
939;DEAL;Dewata Freightinternational Tb;11 Nov 2018;1,146,170,959;Watchlist
940;POLA;Pool Advista Finance Tbk.;16 Nov 2018;3,351,075,600;Watchlist
941;DIVA;Distribusi Voucher Nusantara T;27 Nov 2018;1,428,571,400;Development
942;LUCK;Sentral Mitra Informatika Tbk.;28 Nov 2018;715,749,640;Development
943;URBN;Urban Jakarta Propertindo Tbk.;10 Dec 2018;3,232,122,640;Development
944;SOTS;Satria Mega Kencana Tbk.;10 Dec 2018;1,000,003,979;Development
945;AMAN;Makmur Berkah Amanda Tbk.;13 Mar 2020;3,873,500,000;Development
946;CARE;Metro Healthcare Indonesia Tbk;13 Mar 2020;33,250,000,000;Development
947;SAMF;Saraswanti Anugerah Makmur Tbk;31 Mar 2020;10,250,000,000;Main
948;SBAT;Sejahtera Bintang Abadi Textil;08 Apr 2020;4,752,982,378;Watchlist
949;KBAG;Karya Bersama Anugerah Tbk.;08 Apr 2020;7,150,002,603;Watchlist
950;CBMF;Cahaya Bintang Medan Tbk.;09 Apr 2020;1,875,000,000;Watchlist
951;RONY;Aesler Grup Internasional Tbk.;09 Apr 2020;1,250,000,000;Development
